year,page_numbers,line_number,smsa_name,total_units,private_total,private_1_unit,private_2_units,private_3_4_units,private_5plus_units,public_units,private_structures,total_valuation,private_valuation,private_1_unit_val,private_2_units_val,private_3_4_units_val,private_5plus_units_val,public_valuation
1968,pages_01_02.json,60,OUTSIDE CENTRAL CITIES,25,25,21,4,0,0,0,0,672,672,620,52,0,0,0
1968,pages_03_04.json,1,"BAKERSFIELD, CALIF.",2059,1999,1260,76,274,389,60,36,29890,29005,22381,659,2638,3327,885
1968,pages_03_04.json,2,BAKERSFIELD,628,628,195,10,164,259,0,21,7815,7815,3979,101,1545,2190,0
1968,pages_03_04.json,3,OUTSIDE CENTRAL CITY,1431,1371,1065,66,110,130,60,15,22075,21190,18402,559,1093,1137,885
1968,pages_03_04.json,4,"BALTIMORE, MD.",14340,13911,6667,56,29,7159,429,348,189096,182804,126700,538,274,55292,6292
1968,pages_03_04.json,5,BALTIMORE,3290,2861,45,12,14,2790,429,75,30844,24552,979,76,139,23358,6292
1968,pages_03_04.json,6,OUTSIDE CENTRAL CITY,11050,11050,6622,44,15,4369,0,270,158252,158252,125721,462,135,31934,0
1968,pages_03_04.json,7,"BATON ROUGE, LA.",4271,4271,2150,162,118,1841,0,44,49751,49751,34967,1524,745,12515,0
1968,pages_03_04.json,8,BATON ROUGE,4075,4075,1956,160,118,1841,0,44,47164,47164,32393,1512,745,12515,0
1968,pages_03_04.json,9,OUTSIDE CENTRAL CITY,196,196,194,2,0,0,0,0,2587,2587,2575,12,0,0,0
1968,pages_03_04.json,10,"BAY CITY, MICH.",810,810,546,46,10,208,0,6,11821,11821,9739,345,99,1638,0
1968,pages_03_04.json,11,BAY CITY,245,245,66,38,0,141,0,1,2309,2309,994,280,0,1035,0
1968,pages_03_04.json,12,OUTSIDE CENTRAL CITY,565,565,480,8,10,67,0,5,9512,9512,8745,65,99,603,0
1968,pages_03_04.json,13,"BEAUMONT-PORT ARTHUR-ORANGE, TEX.",1067,1067,619,22,11,415,0,12,13236,13236,10352,174,76,2635,0
1968,pages_03_04.json,14,INSIDE CENTRAL CITIES,747,747,385,8,11,343,0,9,8677,8677,6366,35,76,2200,0
1968,pages_03_04.json,15,BEAUMONT,500,500,332,4,3,161,0,6,7085,7085,5628,12,16,1429,0
1968,pages_03_04.json,16,ORANGE,0,0,0,0,0,0,0,0,1592,1592,738,23,60,771,0
1968,pages_03_04.json,17,PORT ARTHUR,247,247,53,4,8,182,0,3,4559,4559,3985,139,0,435,0
1968,pages_03_04.json,18,OUTSIDE CENTRAL CITIES,320,320,234,14,0,72,0,3,0,0,0,0,0,0,0
1968,pages_03_04.json,19,"BILLINGS, MONT.",200,200,134,10,23,33,0,3,3334,3334,2809,80,179,267,0
1968,pages_03_04.json,20,BILLINGS,194,194,130,8,23,33,0,3,3264,3264,2756,63,179,267,0
1968,pages_03_04.json,21,OUTSIDE CENTRAL CITY,6,6,4,2,0,0,0,0,70,70,54,17,0,0,0
1968,pages_03_04.json,22,"BILOXI-GULFPORT, MISS.",1137,857,317,18,12,510,280,31,11242,6870,3958,121,75,2716,4372
1968,pages_03_04.json,23,INSIDE CENTRAL CITIES,1078,798,262,18,8,510,280,31,10619,6247,3364,121,46,2716,4372
1968,pages_03_04.json,24,BILOXI,271,271,88,10,4,169,0,12,2296,2296,1089,60,10,1137,0
1968,pages_03_04.json,25,GULFPORT,807,527,174,8,4,341,280,19,8323,3951,2275,61,36,1579,4372
1968,pages_03_04.json,26,OUTSIDE CENTRAL CITIES,59,59,55,0,4,0,0,0,623,623,594,0,29,0,0
1968,pages_03_04.json,27,"BINGHAMTON, N.Y.-PA.",819,819,538,50,8,223,0,28,14344,14344,12001,506,95,1742,0
1968,pages_03_04.json,28,BINGHAMTON,24,24,22,2,0,0,0,0,493,493,475,18,0,0,0
1968,pages_03_04.json,29,OUTSIDE CENTRAL CITIES,795,795,516,48,8,223,0,28,13851,13851,11527,488,95,1742,0
1968,pages_03_04.json,30,"BIRMINGHAM, ALA.",5810,5810,2843,26,49,2892,0,142,66184,66184,46064,271,365,19485,0
1968,pages_03_04.json,31,BIRMINGHAM,1697,1697,368,2,31,1296,0,99,12658,12658,4505,8,191,7954,0
1968,pages_03_04.json,32,OUTSIDE CENTRAL CITY,4113,4113,2475,24,18,1596,0,43,53526,53526,41559,263,174,11531,0
1968,pages_03_04.json,33,"BLOOMINGTON-NORMAL, ILL.",715,715,427,10,58,220,0,19,10268,10268,8070,140,579,1480,0
1968,pages_03_04.json,34,INSIDE CENTRAL CITIES,562,562,283,8,51,220,0,19,7546,7546,5429,110,527,1480,0
1968,pages_03_04.json,35,BLOOMINGTON,272,272,125,6,12,129,0,13,3266,3266,2027,86,107,1047,0
1968,pages_03_04.json,36,NORMAL,290,290,158,2,39,91,0,6,4280,4280,3403,24,420,433,0
1968,pages_03_04.json,37,OUTSIDE CENTRAL CITIES,153,153,144,2,7,0,0,0,2723,2723,2641,30,52,0,0
1968,pages_03_04.json,38,"BOISE CITY, IDAHO",345,345,128,12,42,163,0,20,4722,4722,2824,129,430,1339,0
1968,pages_03_04.json,39,BOISE CITY,320,320,117,8,32,163,0,20,4372,4372,2626,83,324,1339,0
1968,pages_03_04.json,40,OUTSIDE CENTRAL CITY,25,25,11,4,10,0,0,0,350,350,198,46,106,0,0
1968,pages_03_04.json,41,"BOSTON, MASS.",15672,14519,4986,324,125,9084,1153,409,218850,202001,103952,3338,1074,93637,16849
1968,pages_03_04.json,42,BOSTON,3797,3757,97,48,35,3577,40,148,45960,45274,1687,576,296,42715,686
1968,pages_03_04.json,43,OUTSIDE CENTRAL CITY,11875,10762,4889,276,90,5507,1113,261,172890,156727,102264,2762,778,50922,16163
1968,pages_03_04.json,44,"BRIDGEPORT, CONN.",2780,2780,1247,86,4,1443,0,54,41047,41047,28655,1032,36,11324,0
1968,pages_03_04.json,45,BRIDGEPORT,974,974,75,54,0,845,0,29,8037,8037,1352,649,0,6036,0
1968,pages_03_04.json,46,OUTSIDE CENTRAL CITY,1806,1806,1172,32,4,598,0,25,33010,33010,27303,383,36,5288,0
1968,pages_03_04.json,47,"BROCKTON, MASS.",1327,1263,786,8,4,465,64,14,15314,14525,10294,88,25,4118,789
1968,pages_03_04.json,48,BROCKTON,510,510,225,6,0,279,0,4,5320,5320,2633,52,0,2635,0
1968,pages_03_04.json,49,OUTSIDE CENTRAL CITY,817,753,561,2,4,186,64,10,9994,9205,7661,36,25,1483,789
1968,pages_03_04.json,50,"BROWNSVILLE-HARLINGEN-SAN BENITO, TEX.",705,513,273,0,0,240,192,33,5659,3933,2408,0,0,1525,1726
1968,pages_03_04.json,51,INSIDE CENTRAL CITIES,671,479,239,0,0,240,192,33,5330,3604,2079,0,0,1525,1726
1968,pages_03_04.json,52,BROWNSVILLE,287,287,133,0,0,154,0,23,2007,2007,1032,0,0,975,0
1968,pages_03_04.json,53,HARLINGEN,353,161,75,0,0,86,192,10,3166,1441,891,0,0,550,1726
1968,pages_03_04.json,54,SAN BENITO,31,31,31,0,0,0,0,0,157,157,157,0,0,0,0
1968,pages_03_04.json,55,OUTSIDE CENTRAL CITY,34,34,34,0,0,0,0,0,329,329,329,0,0,0,0
1968,pages_03_04.json,56,"BUFFALO, N.Y.",7169,6869,3533,674,166,2496,300,159,94171,89606,60661,5822,1439,21683,4565
1968,pages_03_04.json,57,BUFFALO,466,466,58,18,4,386,0,3,4564,4564,616,153,40,3755,0
1968,pages_03_04.json,58,OUTSIDE CENTRAL CITY,6703,6403,3475,656,162,2110,300,156,89607,85042,60045,5669,1399,17928,4565
1968,pages_03_04.json,59,"CANTON, OHIO",2357,2227,1260,226,119,622,130,55,38383,36152,25329,2728,1496,6599,2231
1968,pages_03_04.json,60,CANTON,501,371,70,28,8,265,130,19,6940,4709,1466,351,90,2803,2231
1968,pages_03_04.json,61,OUTSIDE CENTRAL CITY,1856,1856,1190,198,111,357,0,36,31443,31443,23863,2377,1406,3797,0
1968,pages_05_06.json,1,"CEDAR RAPIDS, IOWA",1662,1662,899,34,24,705,0,76,17515,17515,12487,309,122,4598,0
1968,pages_05_06.json,2,CEDAR RAPIDS,1240,1240,594,22,16,608,0,70,12174,12174,7771,188,78,4138,0
1968,pages_05_06.json,3,OUTSIDE CENTRAL CITY,422,422,305,12,8,97,0,6,5341,5341,4716,121,44,460,0
1968,pages_05_06.json,4,"CHAMPAIGN-URBANA, ILL.",1195,1195,233,24,58,880,0,32,11377,11377,4253,294,342,6489,0
1968,pages_05_06.json,5,INSIDE CENTRAL CITIES,909,909,137,20,8,744,0,15,9082,9082,2798,229,62,5993,0
1968,pages_05_06.json,6,CHAMPAIGN,179,179,75,4,4,96,0,7,1924,1924,1381,29,17,497,0
1968,pages_05_06.json,7,URBANA,730,730,62,16,4,648,0,8,7157,7157,1417,200,45,5496,0
1968,pages_05_06.json,8,OUTSIDE CENTRAL CITIES,286,286,96,4,50,136,0,17,2296,2296,1455,65,280,496,0
1968,pages_05_06.json,9,"CHARLESTON, S.C.",2368,2368,1438,62,64,804,0,82,24442,24442,18382,347,306,5406,0
1968,pages_05_06.json,10,CHARLESTON,318,318,95,8,10,205,0,35,3591,3591,1932,43,56,1560,0
1968,pages_05_06.json,11,OUTSIDE CENTRAL CITY,2050,2050,1343,54,54,599,0,47,20851,20851,16450,304,250,3847,0
1968,pages_05_06.json,12,"CHARLESTON, W.VA.",709,559,260,6,20,273,150,6,9855,7731,5589,62,172,1908,2125
1968,pages_05_06.json,13,CHARLESTON,436,436,156,4,12,264,0,5,5689,5689,3682,34,124,1849,0
1968,pages_05_06.json,14,OUTSIDE CENTRAL CITY,273,123,104,2,8,9,150,1,4166,2042,1907,28,48,59,2125
1968,pages_05_06.json,15,"CHARLOTTE, N.C.",5373,5373,2827,178,170,2198,0,269,69198,69198,48187,1369,1201,18441,0
1968,pages_05_06.json,16,CHARLOTTE,4443,4443,2317,120,158,1848,0,224,57667,57667,40491,899,1118,15158,0
1968,pages_05_06.json,17,OUTSIDE CENTRAL CITY,930,930,510,58,12,350,0,45,11531,11531,7696,470,83,3283,0
1968,pages_05_06.json,18,"CHATTANOOGA, TENN.-GA.",2390,2390,1192,308,49,841,0,13,28474,28474,18587,2320,323,7244,0
1968,pages_05_06.json,19,CHATTANOOGA,749,749,92,84,15,558,0,5,6658,6658,1539,406,76,4638,0
1968,pages_05_06.json,20,OUTSIDE CENTRAL CITY,1641,1641,1100,224,34,283,0,8,21816,21816,17048,1914,247,2607,0
1968,pages_05_06.json,21,"CHICAGO, ILL.",59923,58013,24033,964,1213,31803,1910,1242,911937,886495,539765,12761,14247,319722,25442
1968,pages_05_06.json,22,CHICAGO,16251,14541,1021,306,233,12981,1710,351,166036,144591,14615,3571,2483,123922,21445
1968,pages_05_06.json,23,OUTSIDE CENTRAL CITY,43672,43472,23012,658,980,18822,200,891,745901,741904,525150,9190,11764,195800,3997
1968,pages_05_06.json,24,"CINCINNATI, OHIO-KY.-IND.",9040,9040,4191,94,81,4674,0,249,119561,119561,81914,1045,693,35909,0
1968,pages_05_06.json,25,CINCINNATI,2099,2099,133,18,11,1937,0,78,18459,18459,3473,292,142,14552,0
1968,pages_05_06.json,26,OUTSIDE CENTRAL CITY,6941,6941,4058,76,70,2737,0,171,101102,101102,78441,753,551,21357,0
1968,pages_05_06.json,27,"CLEVELAND, OHIO",15333,14341,5739,132,55,8415,992,161,252973,237669,149911,1741,660,85358,15304
1968,pages_05_06.json,28,CLEVELAND,2416,1424,203,14,36,1171,992,33,34717,19413,3586,156,378,15293,15304
1968,pages_05_06.json,29,OUTSIDE CENTRAL CITY,12917,12917,5536,118,19,7244,0,128,218256,218256,146325,1585,282,70065,0
1968,pages_05_06.json,30,"COLORADO SPRINGS, COLO.",4379,4379,2338,68,40,1933,0,106,43285,43285,28997,529,254,13506,0
1968,pages_05_06.json,31,COLORADO SPRINGS,4321,4321,2304,68,40,1909,0,105,42715,42715,28537,529,254,13396,0
1968,pages_05_06.json,32,OUTSIDE CENTRAL CITY,58,58,34,0,0,24,0,1,570,570,460,0,0,110,0
1968,pages_05_06.json,33,"COLUMBIA, S.C.",2703,2503,1821,46,48,588,200,70,36304,33736,26009,518,274,6935,2568
1968,pages_05_06.json,34,COLUMBIA,686,486,78,10,24,374,200,47,7834,5266,1310,75,90,3791,2568
1968,pages_05_06.json,35,OUTSIDE CENTRAL CITY,2017,2017,1743,36,24,214,0,23,28471,28471,24699,443,184,3144,0
1968,pages_05_06.json,36,"COLUMBUS, GA.-ALA.",1754,1554,1179,32,64,279,200,16,23625,20442,18320,215,367,1540,3183
1968,pages_05_06.json,37,COLUMBUS,563,363,197,28,4,134,200,7,7672,4489,3428,191,12,858,3183
1968,pages_05_06.json,38,OUTSIDE CENTRAL CITY,1191,1191,982,4,60,145,0,9,15953,15953,14892,24,355,682,0
1968,pages_05_06.json,39,"COLUMBUS, OHIO",9801,9801,4212,386,723,4480,0,398,133711,133711,85012,4859,7679,36160,0
1968,pages_05_06.json,40,COLUMBUS,6851,6851,2035,296,647,3873,0,321,78668,78668,37843,3741,6648,30436,0
1968,pages_05_06.json,41,OUTSIDE CENTRAL CITY,2950,2950,2177,90,76,607,0,77,55043,55043,47169,1118,1031,5724,0
1968,pages_05_06.json,42,"CORPUS CHRISTI, TEX.",2972,2972,974,20,7,1971,0,252,28501,28501,13467,147,45,14842,0
1968,pages_05_06.json,43,CORPUS CHRISTI,2649,2649,723,12,3,1911,0,249,24873,24873,10267,107,8,14491,0
1968,pages_05_06.json,44,OUTSIDE CENTRAL CITY,323,323,251,8,4,60,0,3,3627,3627,3199,40,37,351,0
1968,pages_05_06.json,45,"DALLAS, TEX.",31027,30826,9438,500,115,20773,201,497,288201,285285,155548,6524,816,122398,2916
1968,pages_05_06.json,46,DALLAS,18599,18398,3182,368,7,14841,201,141,152061,149145,60655,5206,57,83228,2916
1968,pages_05_06.json,47,OUTSIDE CENTRAL CITY,12428,12428,6256,132,108,5932,0,356,136139,136139,94894,1318,759,39170,0
1968,pages_05_06.json,48,DAVENPORT-ROCK ISLAND-MOLINE; IOWA-ILL.,2976,2976,1867,164,51,894,0,54,43044,43044,31886,1822,619,8717,0
1968,pages_05_06.json,49,INSIDE CENTRAL CITIES,1578,1578,768,76,36,698,0,36,22326,22326,14175,920,500,6732,0
1968,pages_05_06.json,50,DAVENPORT,722,722,464,48,12,198,0,16,10338,10338,7532,578,195,2034,0
1968,pages_05_06.json,51,MOLINE,429,429,155,20,12,242,0,12,5787,5787,3749,265,159,1614,0
1968,pages_05_06.json,52,ROCK ISLAND,427,427,149,8,12,258,0,8,6201,6201,2893,77,147,3084,0
1968,pages_05_06.json,53,OUTSIDE CENTRAL CITIES,1398,1398,1099,88,15,196,0,18,20718,20718,17711,902,119,1986,0
1968,pages_05_06.json,54,"DAYTON, OHIO",7374,7374,4259,78,404,2633,0,207,108422,108422,84553,559,3296,20014,0
1968,pages_05_06.json,55,DAYTON,963,963,110,6,81,766,0,45,8677,8677,1627,50,602,6398,0
1968,pages_05_06.json,56,OUTSIDE CENTRAL CITY,6411,6411,4149,72,323,1867,0,162,99744,99744,82926,509,2694,13616,0
1968,pages_05_06.json,57,"DECATUR, ILL.",465,465,425,0,0,40,0,4,10159,10159,9309,0,0,850,0
1968,pages_05_06.json,58,DECATUR,298,298,258,0,0,40,0,4,7356,7356,6506,0,0,850,0
1968,pages_05_06.json,59,OUTSIDE CENTRAL CITY,167,167,167,0,0,0,0,0,2803,2803,2803,0,0,0,0
1968,pages_07_08.json,1,"DENVER, COLO.",14478,14478,7119,308,232,6819,0,324,174447,174447,118956,2965,2735,49791,0
1968,pages_07_08.json,2,DENVER,5171,5171,1381,42,23,3725,0,141,48375,48375,22674,430,149,25122,0
1968,pages_07_08.json,3,OUTSIDE CENTRAL CITY,9307,9307,5738,266,209,3094,0,183,126073,126073,96283,2536,2586,24669,0
1968,pages_07_08.json,4,"DES MOINES, IOWA",2782,2782,1203,246,19,1314,0,97,42309,42309,26030,3079,210,12991,0
1968,pages_07_08.json,5,DES MOINES,1581,1581,406,162,3,1010,0,77,20785,20785,8552,1886,25,10322,0
1968,pages_07_08.json,6,OUTSIDE CENTRAL CITY,1201,1201,797,84,16,304,0,20,21524,21524,17478,1193,185,2669,0
1968,pages_07_08.json,7,"DETROIT, MICH.",29122,28723,13837,152,577,14157,399,889,449551,443141,289105,1851,7234,144951,6410
1968,pages_07_08.json,8,DETROIT,2162,2162,295,44,0,1823,0,71,22926,22926,4894,509,0,17523,0
1968,pages_07_08.json,9,OUTSIDE CENTRAL CITY,26960,26561,13542,108,577,12334,399,818,426625,420215,284211,1342,7234,127428,6410
1968,pages_07_08.json,10,"DUBUQUE, IOWA",254,254,203,18,20,13,0,2,3472,3472,3070,169,121,112,0
1968,pages_07_08.json,11,DUBUQUE,213,213,170,18,12,13,0,2,2846,2846,2478,169,87,112,0
1968,pages_07_08.json,12,OUTSIDE CENTRAL CITY,41,41,33,0,8,0,0,0,626,626,592,0,34,0,0
1968,pages_07_08.json,13,"DULUTH-SUPERIOR, MINN.-WIS.",426,365,302,10,16,37,61,2,7271,6316,5736,94,186,300,955
1968,pages_07_08.json,14,INSIDE CENTRAL CITIES,270,270,207,10,16,37,0,2,4743,4743,4163,94,186,300,0
1968,pages_07_08.json,15,DULUTH,171,171,150,0,0,21,0,1,3419,3419,3269,0,0,150,0
1968,pages_07_08.json,16,SUPERIOR,99,99,57,10,16,16,0,1,1324,1324,894,94,186,150,0
1968,pages_07_08.json,17,OUTSIDE CENTRAL CITIES,156,95,95,0,0,0,61,0,2528,1573,1573,0,0,0,955
1968,pages_07_08.json,18,"DURHAM, N.C.",3146,3029,1134,122,96,1677,117,73,37867,36645,22358,724,805,12758,1222
1968,pages_07_08.json,19,DURHAM,999,893,259,114,16,504,106,44,11282,10194,4738,650,151,4656,1088
1968,pages_07_08.json,20,OUTSIDE CENTRAL CITY,2147,2136,875,8,80,1173,11,29,26584,26451,17620,74,654,8103,134
1968,pages_07_08.json,21,"EL PASO, TEX.",2893,2893,1665,54,19,1155,0,98,37836,37836,28551,558,118,8610,0
1968,pages_07_08.json,22,EL PASO,2889,2889,1661,54,19,1155,0,98,37794,37794,28509,558,118,8610,0
1968,pages_07_08.json,23,OUTSIDE CENTRAL CITY,4,4,4,0,0,0,0,0,42,42,42,0,0,0,0
1968,pages_07_08.json,24,"ERIE, PA.",825,825,712,46,30,37,0,6,12425,12425,11369,405,293,358,0
1968,pages_07_08.json,25,ERIE,124,124,92,24,0,8,0,1,1465,1465,1165,221,0,80,0
1968,pages_07_08.json,26,OUTSIDE CENTRAL CITY,701,701,620,22,30,29,0,5,10959,10959,10204,184,293,278,0
1968,pages_07_08.json,27,"EUGENE, OREG.",1976,1976,1146,338,3,489,0,39,25462,25462,18566,3396,42,3458,0
1968,pages_07_08.json,28,EUGENE,897,897,437,90,3,367,0,25,11979,11979,8288,1006,42,2644,0
1968,pages_07_08.json,29,OUTSIDE CENTRAL CITY,1079,1079,709,248,0,122,0,14,13482,13482,10278,2390,0,815,0
1968,pages_07_08.json,30,"EVANSVILLE, IND.-KY.",1233,1233,726,86,24,397,0,56,14419,14419,9974,947,453,3045,0
1968,pages_07_08.json,31,EVANSVILLE,662,662,215,74,16,357,0,55,7591,7591,3697,767,409,2718,0
1968,pages_07_08.json,32,OUTSIDE CENTRAL CITY,571,571,511,12,8,40,0,1,6828,6828,6277,180,44,328,0
1968,pages_07_08.json,33,"FALL RIVER, MASS.-R.I.",1020,659,541,14,35,69,361,6,14288,9598,8731,132,224,512,4690
1968,pages_07_08.json,34,FALL RIVER,489,128,55,2,19,52,361,5,5853,1163,637,19,126,382,4690
1968,pages_07_08.json,35,OUTSIDE CENTRAL CITY,531,531,486,12,16,17,0,1,8436,8436,8094,114,98,130,0
1968,pages_07_08.json,36,"FARGO-MOORHEAD, N.DAK.-MINN.",1041,1041,357,4,24,656,0,38,14617,14617,7880,40,242,6455,0
1968,pages_07_08.json,37,INSIDE CENTRAL CITIES,874,874,293,4,20,557,0,33,12450,12450,6639,40,202,5569,0
1968,pages_07_08.json,38,FARGO,455,455,218,2,8,227,0,16,6892,6892,4659,20,84,2129,0
1968,pages_07_08.json,39,MOORHEAD,419,419,75,2,12,330,0,17,5558,5558,1980,20,118,3440,0
1968,pages_07_08.json,40,OUTSIDE CENTRAL CITIES,167,167,64,0,4,99,0,5,2167,2167,1241,0,40,886,0
1968,pages_07_08.json,41,"FAYETTEVILLE, N.C.",524,524,366,10,0,148,0,16,7605,7605,6755,67,0,784,0
1968,pages_07_08.json,42,FAYETTEVILLE,481,481,337,8,0,136,0,15,7055,7055,6265,42,0,748,0
1968,pages_07_08.json,43,OUTSIDE CENTRAL CITY,43,43,29,2,0,12,0,1,550,550,489,25,0,36,0
1968,pages_07_08.json,44,"FITCHBURG-LEOMINSTER, MASS.",645,545,249,4,4,288,100,12,7639,6227,3448,22,28,2729,1412
1968,pages_07_08.json,45,INSIDE CENTRAL CITIES,561,461,165,4,4,288,100,12,6454,5043,2264,22,28,2729,1412
1968,pages_07_08.json,46,FITCHBURG,363,263,55,4,0,204,100,3,4074,2662,496,22,0,2144,1412
1968,pages_07_08.json,47,LEOMINSTER,198,198,110,0,4,84,0,9,2380,2380,1767,0,28,585,0
1968,pages_07_08.json,48,OUTSIDE CENTRAL CITIES,84,84,84,0,0,0,0,0,1185,1185,1185,0,0,0,0
1968,pages_07_08.json,49,"FLINT, MICH.",3857,3857,2761,48,81,967,0,81,55117,55117,47180,495,788,6655,0
1968,pages_07_08.json,50,FLINT,427,427,180,0,19,228,0,27,4207,4207,2115,0,193,1899,0
1968,pages_07_08.json,51,OUTSIDE CENTRAL CITY,3430,3430,2581,48,62,739,0,54,50910,50910,45065,495,595,4756,0
1968,pages_07_08.json,52,"FORT LAUDERDALE-HOLLYWOOD, FLA.",22891,22891,6014,1042,564,15271,0,443,334378,334378,116590,10601,3145,204041,0
1968,pages_07_08.json,53,INSIDE CENTRAL CITIES,6656,6656,1218,432,18,4988,0,210,117032,117032,33419,4908,164,78542,0
1968,pages_07_08.json,54,FORT LAUDERDALE,3570,3570,391,318,4,2857,0,133,74730,74730,14715,3694,80,56241,0
1968,pages_07_08.json,55,HOLLYWOOD,3086,3086,827,114,14,2131,0,77,42303,42303,18704,1214,84,22301,0
1968,pages_07_08.json,56,OUTSIDE CENTRAL CITIES,16235,16235,4796,610,546,10283,0,233,217346,217346,83172,5693,2981,125500,0
1968,pages_07_08.json,57,"FORT SMITH, ARK.-OKLA.",458,458,335,4,16,103,0,9,7523,7523,6904,28,100,491,0
1968,pages_07_08.json,58,FORT SMITH,306,306,201,2,16,87,0,8,5413,5413,4888,8,100,416,0
1968,pages_07_08.json,59,OUTSIDE CENTRAL CITY,152,152,134,2,0,16,0,1,2110,2110,2015,20,0,75,0
1968,pages_09_10.json,1,"FORT WAYNE, IND.",1753,1753,1022,14,4,713,0,81,27974,27974,22015,160,32,5767,0
1968,pages_09_10.json,2,FORT WAYNE,878,878,175,4,0,699,0,79,9083,9083,3410,36,0,5637,0
1968,pages_09_10.json,3,OUTSIDE CENTRAL CITY,875,875,847,10,4,14,0,2,18891,18891,18605,124,32,130,0
1968,pages_09_10.json,4,"FORT WORTH, TEX.",12612,12562,4693,136,356,7377,50,186,129029,128498,73507,1347,3521,50123,531
1968,pages_09_10.json,5,FORT WORTH,5139,5139,1116,104,61,3858,0,42,45109,45109,16987,1083,656,26384,0
1968,pages_09_10.json,6,OUTSIDE CENTRAL CITY,7473,7423,3577,32,295,3519,50,144,83920,83389,56520,264,2865,23740,531
1968,pages_09_10.json,7,"FRESNO, CALIF.",2940,2840,1628,208,337,667,100,79,34211,33086,23939,1873,2396,4877,1126
1968,pages_09_10.json,8,FRESNO,1261,1261,576,148,149,388,0,40,14732,14732,9056,1366,1199,3111,0
1968,pages_09_10.json,9,OUTSIDE CENTRAL CITY,1679,1579,1052,60,188,279,100,39,19479,18354,14884,507,1197,1766,1126
1968,pages_09_10.json,10,"GADSDEN, ALA.",283,283,215,0,4,64,0,8,3343,3343,2938,0,25,380,0
1968,pages_09_10.json,11,GADSDEN,241,241,173,0,4,64,0,8,2671,2671,2266,0,25,380,0
1968,pages_09_10.json,12,OUTSIDE CENTRAL CITY,42,42,42,0,0,0,0,0,672,672,672,0,0,0,0
1968,pages_09_10.json,13,"GALVESTON-TEXAS CITY, TEX.",1178,1178,549,8,20,601,0,37,13091,13091,9100,72,149,3770,0
1968,pages_09_10.json,14,INSIDE CENTRAL CITIES,906,906,327,2,16,561,0,35,9079,9079,5396,9,134,3541,0
1968,pages_09_10.json,15,GALVESTON,562,562,92,2,0,468,0,28,4678,4678,1730,9,0,2939,0
1968,pages_09_10.json,16,TEXAS CITY,344,344,235,0,16,93,0,7,4401,4401,3666,0,134,602,0
1968,pages_09_10.json,17,OUTSIDE CENTRAL CITIES,272,272,222,6,4,40,0,2,4012,4012,3704,63,15,230,0
1968,pages_09_10.json,18,"GARY-HAMMOND-EAST CHICAGO, IND.",4054,4054,2428,152,76,1398,0,76,58157,58157,44436,1576,670,11475,0
1968,pages_09_10.json,19,INSIDE CENTRAL CITIES,1299,1299,360,34,11,894,0,53,12363,12363,4281,488,174,7419,0
1968,pages_09_10.json,20,EAST CHICAGO,161,161,15,26,0,120,0,15,1927,1927,198,414,0,1315,0
1968,pages_09_10.json,21,GARY,424,424,189,2,0,233,0,17,3808,3808,2367,16,0,1425,0
1968,pages_09_10.json,22,HAMMOND,714,714,156,6,11,541,0,21,6628,6628,1716,59,174,4694,0
1968,pages_09_10.json,23,OUTSIDE CENTRAL CITIES,2755,2755,2068,118,65,504,0,23,45794,45794,40155,1088,496,4056,0
1968,pages_09_10.json,24,"GRAND RAPIDS, MICH.",4744,4744,2360,352,73,1959,0,65,60044,60044,42705,3955,578,12806,0
1968,pages_09_10.json,25,GRAND RAPIDS,1535,1535,339,40,19,1137,0,24,13426,13426,5589,377,140,7320,0
1968,pages_09_10.json,26,OUTSIDE CENTRAL CITY,3209,3209,2021,312,54,822,0,41,46618,46618,37116,3578,438,5486,0
1968,pages_09_10.json,27,"GREAT FALLS, MONT.",163,163,115,0,4,44,0,3,1988,1988,1585,0,41,362,0
1968,pages_09_10.json,28,GREAT FALLS,161,161,113,0,4,44,0,3,1955,1955,1552,0,41,362,0
1968,pages_09_10.json,29,OUTSIDE CENTRAL CITY,2,2,2,0,0,0,0,0,33,33,33,0,0,0,0
1968,pages_09_10.json,30,"GREEN BAY, WIS.",1446,1446,1002,222,72,150,0,18,22560,22560,18473,2449,676,962,0
1968,pages_09_10.json,31,GREEN BAY,607,607,313,152,48,94,0,11,8531,8531,5738,1661,485,647,0
1968,pages_09_10.json,32,OUTSIDE CENTRAL CITY,839,839,689,70,24,56,0,7,14029,14029,12734,789,191,315,0
1968,pages_09_10.json,33,"GREENSBORO-WINSTON-SALEM-HIGH POINT, N.C.",6503,6146,3573,66,77,2430,357,89,78224,74021,54684,454,435,18449,4203
1968,pages_09_10.json,34,INSIDE CENTRAL CITIES,4787,4430,2038,52,58,2282,357,80,53031,48828,30395,320,322,17791,4203
1968,pages_09_10.json,35,GREENSBORO,2633,2477,1181,36,23,1237,156,39,28974,27447,16284,234,164,10766,1528
1968,pages_09_10.json,36,HIGH POINT,532,532,371,10,0,151,0,5,6027,6027,4901,56,0,1070,0
1968,pages_09_10.json,37,WINSTON-SALEM,1622,1421,486,6,35,894,201,36,18029,15354,9210,30,158,5955,2675
1968,pages_09_10.json,38,OUTSIDE CENTRAL CITIES,1716,1716,1535,14,19,148,0,9,25193,25193,24289,134,113,657,0
1968,pages_09_10.json,39,"GREENVILLE, S.C.",2443,2443,1809,158,23,453,0,19,30790,30790,27162,781,73,2774,0
